#Table1
objid,ra,dec,u,g,r,i,z,class,redshift
1237649920037552233,10.5032353911892,15.0460321177688,22.14194,20.0513,19.54135,19.37951,19.22392,QSO,3.087004
1237649920037552587,10.5232153412867,15.068375062092,24.08172,21.62419,21.29687,21.13597,20.74696,QSO,2.958823
1237649920037618015,10.663573339243,14.979915216709,21.72866,21.01598,20.77644,20.73469,20.55256,QSO,1.547115
1237649920037814550,11.0406334911739,14.9429504148794,21.67444,21.008,20.77527,20.405,20.14533,QSO,1.830975
1237649920037814582,11.1418945305758,14.9683490281669,20.45736,20.27513,20.09405,19.92616,19.76418,QSO,1.961298
1237649920037880141,11.2614118398089,15.1227679278513,21.13636,20.57877,20.66476,20.40483,19.96534,QSO,2.26669
1237649920037945657,11.4077962090456,15.0892121978725,21.57609,20.31526,20.06713,19.93051,19.89846,QSO,2.881819
1237649920037945742,11.3693169689685,15.1232382787138,24.58703,21.52515,21.29844,21.20701,21.06161,QSO,3.221737
1237649920038011180,11.5499406784011,14.9910029100669,21.72987,20.62223,19.99471,19.75739,19.27437,QSO,2.101019
1237649920038011206,11.6353643567217,15.0379422706862,21.52865,21.27534,20.96097,21.06891,20.31885,QSO,0.9691308
1237649920038011518,11.6228374214939,14.9758782293592,23.48863,22.02927,21.72977,21.72782,21.61824,QSO,2.316089
1237649920038076617,11.7951385857726,14.954334961829,21.06775,20.101,20.02222,19.93806,19.59368,QSO,2.297615
1237649920038142166,11.8213375491024,15.0735693317514,20.59178,20.21932,20.00778,19.8195,19.57528,QSO,0.786319
1237649920038142390,11.8821497027444,14.925387388521,24.25384,21.4218,20.63456,20.36043,20.13541,QSO,2.797215
1237649920038142513,11.9518373922884,15.0728318849809,23.88605,21.74501,21.29807,20.77092,20.56002,QSO,5.70245
1237649920038207671,12.0053151046458,14.9330528873345,21.802,21.65422,20.90261,20.60148,20.07783,QSO,2.027503
1237649920038338839,12.2808924755553,14.9913784771052,21.3256,20.93325,20.72824,20.56826,20.34489,QSO,2.158039
1237649920038338873,12.3946235038679,14.9756603899549,22.08287,21.32244,21.2737,21.12877,20.61961,QSO,2.35652
1237649920038469913,12.6277267330747,15.026127883458,21.29667,20.46181,20.07681,19.77115,19.31772,QSO,0.4094097
1237649920038469933,12.733400640281,15.0129905418167,20.69199,20.47424,20.01543,19.87076,19.82745,QSO,1.36745
1237649920038470267,12.6937525193667,15.0485820544872,22.67363,21.93893,20.87155,19.82244,19.29282,QSO,1.254489
1237649920038535399,12.7920330997084,15.0040489711304,21.60024,21.20561,21.07281,20.93984,20.59996,QSO,2.120303
1237649920038535627,12.781785089702,14.9362630098034,22.60451,21.66478,21.33751,21.10051,20.7516,QSO,1.59386
1237649920038601018,13.0012334842316,14.9408999697385,21.65539,21.41657,21.20255,21.10138,20.81966,QSO,1.370161
1237649920038601028,13.0283611618671,14.9285153956481,21.70716,21.16531,21.00442,20.97152,21.0162,QSO,3.565827
1237649920038666416,13.1405561753793,14.949218177319,20.38173,20.10417,19.87119,19.61722,19.55064,QSO,1.518912
1237649920038666439,13.1858732777825,14.8634970105362,19.867,19.75668,19.6624,19.6147,19.73317,QSO,1.392769
1237649920038666460,13.1123230616041,14.8999619208918,20.50173,19.71682,18.89413,18.43429,18.19596,QSO,0.2382876
1237649920038732103,13.3538045132195,14.9406100663911,21.49098,20.82212,20.57891,20.13713,19.86661,QSO,2.610826
1237649920038797596,13.3881091224841,14.9273959904472,20.71214,20.37673,20.33828,20.03008,20.18764,QSO,1.669961
1237649920038862934,13.6455406810367,14.9246554402223,17.496,17.33262,17.25607,17.27049,17.19763,QSO,0.8748773
1237649920038928700,13.7958152965881,14.8708629316117,20.82919,20.36453,20.10049,20.05225,19.76588,QSO,0.8884667
1237649920038994037,13.9136780412214,14.9309607827065,19.56864,19.40467,19.33931,19.03378,18.97606,QSO,1.738445
1237649920039059768,14.1087573911847,14.852059320802,20.77653,20.44167,20.33749,20.1001,20.07854,QSO,1.656355
1237649920039125027,14.1864630337392,15.0022054334892,22.49908,22.10361,21.16814,20.25672,20.20226,QSO,0.6174549
1237649920039125167,14.2547265225762,14.8341684497255,19.22057,18.82301,18.78058,18.60616,18.66163,QSO,0.6238363
1237649920039256347,14.4532824881859,14.9337824364667,20.98228,20.57138,20.45604,20.43291,20.07575,QSO,2.485678
1237649920039321735,14.698970748834,14.9388030031049,20.39174,20.06959,19.97415,19.85377,19.90263,QSO,0.7480174
1237649920039387334,14.888770974223,14.7921148010326,19.44803,19.17341,19.02648,18.81521,18.80169,QSO,1.881584
1237649920039387412,14.7513124847862,14.8215130222739,21.25115,20.72325,20.57386,20.57384,20.39767,QSO,2.278366
1237649920039387743,14.90563963348,14.9945005029246,22.58863,22.03658,21.95025,21.61686,21.06307,QSO,2.183992
1237649920039453022,14.9317587772801,14.8536093465334,22.68556,21.2012,20.90792,21.02067,20.56773,QSO,2.749352
1237649920039583831,15.3337294773767,14.8939746557597,23.81915,22.19043,20.81334,19.81142,19.65423,QSO,1.191541
1237649920039583838,15.3567929592308,14.790816747981,18.72013,18.41592,18.12867,18.0013,18.00437,QSO,1.355787
1237649920039583924,15.33270913159,14.94312387747,19.38799,19.21524,19.10397,18.82426,18.65679,QSO,1.982785
1237649920039649712,15.4302195915138,14.9395139861593,22.57388,21.68074,21.54658,21.45338,21.70914,QSO,1.046185
1237649920039714946,15.5776107136701,14.7730202990146,20.54193,19.92689,19.6203,19.33244,19.22972,QSO,0.6599978
1237649920039780797,15.7193330129471,14.8703679471264,23.58607,22.11276,22.00029,21.76267,22.27289,QSO,1.456872
1237649920039845987,15.8471092829092,14.9377116931682,19.67911,19.3775,18.95467,18.8055,18.83356,QSO,1.178241
1237649920039845999,15.875861943363,14.9301506191274,24.39251,22.86808,20.50571,19.51252,18.69332,QSO,1.271169
1237649920040042761,16.4396212922286,14.8406002427629,21.9494,21.54487,21.51077,21.54983,20.99649,QSO,2.178151
1237649920041222325,19.1080561159506,14.6388528988661,21.42909,20.73887,20.93621,20.73263,20.24512,QSO,2.224411
1237649920041222572,19.181600057752,14.6579317011434,23.07154,22.67036,20.86539,19.86253,19.34029,QSO,0.6194642
1237649920041353367,19.4790832862633,14.747697511893,19.60091,19.53308,19.10833,19.05039,18.93208,QSO,1.347634
1237649920041418925,19.6493137753087,14.6834682508361,18.59436,16.75066,15.87926,15.46445,15.11913,QSO,1.422198
1237649920041419307,19.6375378314179,14.5559985269295,22.4377,22.00233,20.95635,19.93646,19.50619,QSO,0.6098819
1237649920041484825,19.7833770445058,14.7167007522908,23.01726,22.80421,21.29449,21.37793,22.01612,QSO,3.751923
1237649920041615543,20.164619026382,14.6412960714476,21.35339,22.74262,21.06645,24.02172,25.549,QSO,0.6134374
1237649920041615573,20.0746228777207,14.7115162032736,19.26464,19.1748,19.00574,18.799,18.62484,QSO,2.048124
1237649920041615714,20.0585375261489,14.5182643138662,20.3774,20.16586,20.0132,19.77006,19.52472,QSO,2.134765
1237649920041615741,20.1342916006415,14.5252614416644,21.78764,21.10386,21.084,21.11298,20.75073,QSO,2.356047
1237649920041746539,20.3190390432479,14.5796277625796,19.76593,19.8121,19.77274,19.47107,19.2017,QSO,1.857827
1237649920041746647,20.4554740630284,14.635441332156,19.98591,19.63959,19.4466,19.15937,19.13253,QSO,1.607213
1237649920041746728,20.341974189915,14.6438393127887,21.97691,21.05358,21.30376,20.74372,20.34054,QSO,0.7613144
1237649920041746733,20.3438747229852,14.5741841878788,21.54592,20.81001,20.51295,20.55903,20.17558,QSO,2.567379
1237649920041746771,20.42440054777,14.658916495387,21.42457,20.99032,20.86514,20.69096,21.16059,QSO,1.607706
1237649920041812008,20.5049927543744,14.4968941332018,19.03059,18.84201,18.75192,18.60345,18.46239,QSO,2.024365
1237649920041877727,20.674592448198,14.680723178743,22.27464,21.71476,21.49751,21.774,21.03665,QSO,1.724868
1237649920041877728,20.675204661149,14.6638924581819,21.43844,20.94696,20.86191,20.55862,20.40518,QSO,2.197685
1237649920041943142,20.8289352369202,14.5861241227344,20.08054,19.83612,19.71393,19.44215,19.50413,QSO,1.563751
1237649920042074443,21.2007715370324,14.5832205586373,20.79771,20.46537,20.38589,20.19161,20.18574,QSO,1.49374
1237649920042139925,21.3107890098105,14.4398127869769,21.38253,20.86702,20.73046,20.49507,20.45689,QSO,1.614419
1237649920042139933,21.363773386603,14.5587088034628,21.92463,21.22082,20.99764,21.0648,20.82428,QSO,2.392774
1237649920042205281,21.4064764682334,14.4349070841981,20.05486,19.6479,19.62,19.5641,19.30014,QSO,0.8564662
1237649920042205341,21.5044989178059,14.4289500212653,19.82334,19.66589,19.39554,19.25755,19.42793,QSO,1.183354
1237649920042205362,21.5275215028744,14.4738881691378,21.03578,20.02548,19.93835,19.91142,19.78688,QSO,2.772662
1237649920042205365,21.541338751393,14.5403351925512,20.49727,20.13209,19.82177,19.69799,19.82146,QSO,1.362333
1237649920042205439,21.4759391470573,14.6147044209715,21.33936,20.95824,20.62538,20.67298,20.66389,QSO,0.8572308
1237649920042205442,21.4899039416948,14.5784754063982,21.02414,20.4902,20.39339,20.41112,20.158,QSO,2.561719
1237649920042205446,21.4921659268173,14.4280947761697,20.86045,20.29611,19.89694,19.7669,19.46456,QSO,2.062473
1237649920042205683,21.4771442463081,14.5415439025658,22.30809,21.51663,21.13605,20.65678,20.13818,QSO,1.910904
1237649920042270962,21.6385952017926,14.4746276566557,21.69585,20.91487,20.95674,20.82337,20.75097,QSO,2.326712
1237649920042336410,21.7139622604966,14.5957706071094,21.26321,19.55541,19.27591,19.1277,19.233,QSO,3.187032
1237649920042336469,21.839013300277,14.5545707495704,20.40696,20.17936,19.90426,19.8721,19.94753,QSO,1.394353
1237649920042336580,21.8319438754951,14.5554123505354,21.83162,21.20853,21.06026,20.79332,20.67778,QSO,0.8826269
1237649920042402040,21.945263427942,14.4234184702372,21.52584,20.74886,20.67749,20.42835,19.98384,QSO,2.505422
1237649920042402341,21.9814408496521,14.4349304796593,25.87136,21.99642,21.72143,21.49586,22.8487,QSO,2.881313
1237649920042467640,22.1605893529436,14.5645749780981,21.5189,21.16502,21.07204,20.97166,20.79063,QSO,0.8495948
1237649920042467992,22.0846034348389,14.5435722564496,22.45339,21.96577,20.90112,19.91939,20.01341,QSO,0.8661674
1237649920042532966,22.2222334033902,14.509191795157,19.48451,19.38675,19.07847,19.13535,19.25146,QSO,1.089066
1237649920042532973,22.2268686051569,14.4624510118605,19.7921,19.60135,19.54177,19.27735,19.36594,QSO,1.660971
1237649920042533096,22.165056828694,14.3995605897013,21.82152,20.96905,20.57991,20.06569,19.73834,QSO,0.6251926
1237649920042533201,22.2059937923906,14.5699890536475,22.71423,21.65124,21.37069,21.62369,21.2319,QSO,2.682424
1237649920042598673,22.3926160013526,14.5144446772808,20.51163,20.20545,20.01838,20.00045,19.74954,QSO,0.8896668
1237649920042664088,22.5920560534195,14.5013255451725,19.18894,19.12352,18.883,18.8632,18.93223,QSO,1.367441
1237649920042664176,22.587649910784,14.3730033262419,20.35405,20.07144,19.87214,19.72912,19.45413,QSO,2.029944
1237649920042795325,22.8385977255168,14.4204030794886,21.01927,20.23722,20.07507,20.07272,20.20358,QSO,2.757031
1237649920042860557,22.9446085791523,14.311294808353,18.16863,17.71658,17.24818,17.1773,17.14467,QSO,1.414253
1237649920042860812,23.0919944588846,14.4243141279501,21.55025,20.93175,20.6422,20.52657,20.2816,QSO,2.606696
1237649920042926328,23.1542074890434,14.3773842574794,20.56894,20.30055,20.14598,19.86269,19.80604,QSO,1.641336
1237649920042926572,23.2027376598633,14.3236148964806,23.56567,22.01888,22.27678,21.88733,22.11077,QSO,0.6968116
1237649920043057498,23.4900754604309,14.2773156902452,21.81846,21.44911,21.3181,21.19993,21.02241,QSO,1.521585
1237649920043122694,23.5689228726732,14.3775589451844,18.67114,18.54526,18.42512,18.13007,18.01252,QSO,1.799015
1237649920043188658,23.8226502796027,14.3627242572673,25.75583,22.11526,20.849,20.77249,20.9544,QSO,3.77809
1237649920043188720,23.8516413947281,14.2576038678497,22.4924,21.29431,21.46255,21.25773,20.84444,QSO,2.325638
1237649920043253954,23.9212523813875,14.3026769624623,21.70096,20.71198,20.8687,20.67259,20.63365,QSO,2.330911
1237649920043384871,24.2710890428227,14.2290708426181,18.76546,18.68963,18.52242,18.56484,18.48592,QSO,0.9884085
1237649920043516137,24.5797729771241,14.2879667519481,20.19214,20.1891,19.76019,19.65073,19.78962,QSO,1.35674
1237649920043581621,24.6504326268109,14.2763287916256,19.59954,19.60468,19.1521,19.14309,19.27733,QSO,1.201783
1237649920043581987,24.7502144322012,14.2375161684894,23.04415,21.79249,21.61075,21.57837,22.70349,QSO,2.650212
1237648722827739453,148.931028466775,1.09384388841534,21.55607,20.90249,20.97246,20.59202,20.35641,QSO,0.6423402
1237648722828263440,150.055702389589,1.20088562530315,18.6547,18.55897,18.57645,18.36495,18.33595,QSO,1.804534
1237648722828329033,150.332063923322,1.08384400508297,19.05446,18.89726,18.7176,18.77638,18.74208,QSO,1.108809
1237648722828460206,150.620889356275,1.14956154327724,19.55449,19.18794,19.17919,19.15136,19.08555,QSO,0.6833993
1237648722828460351,150.558637470602,1.1596736361139,21.08099,20.62147,20.45748,20.5151,20.04181,QSO,0.8486007
1237648722829312033,152.475046088248,1.23774667246755,19.14366,18.99463,18.76132,18.79061,18.78836,QSO,1.042593
1237648722829312606,152.524494293561,1.11751192044497,23.04905,21.6918,20.29173,19.76377,19.16704,QSO,0.3343101
1237648722829967371,153.987720395131,1.15381844962951,17.07085,16.71699,16.6476,16.7711,16.59612,QSO,0.7795105
1237648722830295230,154.799414315264,1.08968947931633,18.71557,18.6278,18.44508,18.53773,18.69283,QSO,1.137209
1237648722830557410,155.430436928256,1.24121115198779,18.505,17.11228,16.31631,15.80802,15.54208,QSO,0.07870676
1237648722830753916,155.863061911409,1.25887276333882,18.78596,18.27246,17.86195,17.5337,17.31889,QSO,1.937495
1237648722830819633,155.938816749667,1.07235985621023,21.86757,21.03377,20.84465,20.69333,20.36854,QSO,2.587137
1237648722830950690,156.203253468543,1.17168698414036,21.66337,21.09262,21.19913,21.08681,20.86879,QSO,2.216379
1237648722832458345,159.730121550725,1.11436281726772,22.97749,22.01423,22.09324,21.63087,21.90804,QSO,1.794441
1237648722832523590,159.818131648071,1.21771867395316,21.7157,21.09643,21.00423,21.06942,21.12798,QSO,2.446825
1237648722832523638,159.91431183334,1.08604689876788,21.42965,21.40083,20.54205,20.50112,20.29782,QSO,1.361206
1237648722832523864,159.848410128772,1.24551343761773,23.46115,21.91376,21.51078,21.63313,21.7917,QSO,2.89061
1237648722832589072,160.020901715092,1.07613995788958,20.58237,19.66309,19.56694,19.50474,19.33788,QSO,2.424743
1237648722832654704,160.156087396711,1.05850721963118,21.05841,20.48455,20.14721,19.96247,19.86031,QSO,2.715187
1237648722832655256,160.182448352767,1.09488432683376,24.22974,22.48633,20.39192,20.58381,20.69477,QSO,0.3256396
1237648722832785613,160.487699436055,1.15494397410631,22.2282,19.94492,19.66392,19.67688,19.54861,QSO,2.993625
1237648722832785712,160.425076210746,1.19878380161714,21.83139,20.55284,20.26729,20.16854,20.20391,QSO,2.65113
1237648722832916614,160.71513138146,1.21738014399154,19.61089,19.26046,19.07334,18.92769,19.00303,QSO,1.441578
1237648722832916792,160.777034734528,1.14687229820274,21.58453,20.88441,20.81326,20.7996,20.46304,QSO,2.509762
1237648722832916949,160.717214664839,1.20833022553117,22.31965,21.69652,21.40767,21.25507,20.83251,QSO,1.406836
1237648722832917086,160.765120599225,1.05519281011816,22.48479,21.9139,21.62758,21.66817,20.92296,QSO,1.581363
1237648722832982208,160.857261755947,1.19749758852676,20.37584,19.67591,19.2371,18.94649,18.76548,QSO,1.64399
1237648722832982423,160.909505930308,1.08548648335045,22.13613,20.78743,20.66241,20.76451,20.52458,QSO,3.001445
1237648722832982442,160.955229798626,1.24326939337421,21.81119,21.36053,21.41642,21.28429,21.43263,QSO,2.288948
1237648722832982527,160.855885773893,1.08017469522169,24.30219,22.08234,21.79345,21.73312,21.32407,QSO,3.598679
1237648722833047882,161.069038508693,1.05246250681944,21.71993,21.30494,21.34614,21.0204,20.64175,QSO,2.255148
1237648722833113105,161.173105966084,1.17835039338044,19.10421,19.05086,19.40129,19.57622,19.9256,QSO,1.88536
1237648722833113234,161.226521876074,1.21955962451443,19.36728,19.29203,19.27483,18.96959,19.01396,QSO,1.845426
1237648722833113390,161.126710197841,1.19180369238634,23.97349,21.89672,21.54732,21.58013,21.32391,QSO,1.060887
1237648722833113674,161.252038269136,1.13973740963589,24.26274,22.02153,21.8444,21.72435,21.49112,QSO,2.702518
1237648722833178869,161.406418017997,1.0604538624311,19.46158,19.3917,19.17851,19.16486,19.09699,QSO,1.330653
1237648722833309783,161.594056473753,1.15273012560229,20.86448,19.33234,18.83346,18.69772,18.62055,QSO,0.9326296
1237648722833309794,161.640371473972,1.24077458884682,19.94551,19.30184,19.23387,19.16606,18.95461,QSO,2.27354
1237648722833309813,161.674322450025,1.24978263405879,24.26335,19.81628,19.37349,19.29292,19.27153,QSO,3.325705
1237648722833375784,161.815496745152,1.13994484292392,22.69312,21.68472,21.56675,21.37376,21.07001,QSO,2.110995
1237648722833440985,161.899994171526,1.11694180857572,21.57683,21.00862,20.80349,20.54736,20.40268,QSO,1.658956
1237648722833441368,161.9815848128,1.11986131720031,24.16106,21.87101,20.8926,20.26371,19.81301,QSO,3.390758
1237648722833506451,162.155531324861,1.18262932602251,20.19149,19.51528,19.58403,19.44765,19.16769,QSO,2.317136
1237648722833506559,162.135943803949,1.10061780244465,21.79371,21.39771,21.35348,21.04181,21.1677,QSO,0.7144436
1237648722833572274,162.224460512303,1.16496483882151,24.2076,21.75867,21.4145,21.64407,21.41574,QSO,2.810205
1237648722832457943,159.748768174471,1.21809952888167,21.19159,20.76912,20.45199,20.27765,19.83463,QSO,2.079091
1237648722831147474,156.678119759639,1.06919473150394,25.87819,21.65847,20.55712,19.68204,19.4039,QSO,0.2233374
1237648722831147242,156.709959855451,1.08843567467297,19.6168,19.11461,18.96057,18.91472,18.84615,QSO,2.266491
1237648722831081852,156.483075610664,1.15540763935287,22.78372,21.92874,21.87391,21.66867,22.05488,QSO,0.9899893
1237648722831081669,156.527792574493,1.24973115874497,19.39994,18.96524,18.76971,18.769,18.69022,QSO,2.252249
1237648722830688354,155.697711201794,1.18145299601199,18.23752,17.9843,17.84934,17.63737,17.62542,QSO,1.614863
1237648722830623038,155.542978766385,1.17144234803751,21.54785,21.00059,20.78946,20.69828,20.85743,QSO,0.6850181
1237648722830426629,155.069219324639,1.23395039529272,25.56115,22.71496,20.81457,20.51138,20.53939,QSO,4.231486
1237648722830360797,154.860978845917,1.05976693416741,21.44634,20.41368,20.24644,20.09249,19.594,QSO,2.470816
1237648722830229773,154.593966330178,1.1228845105849,22.29535,21.9939,21.89442,21.83177,21.08875,QSO,2.161828
1237648722830164356,154.409424234932,1.14349070647149,24.34281,22.25108,21.81209,21.84328,21.54789,QSO,0.2352743
1237648722830164052,154.52100875533,1.18989035126419,16.54127,16.31457,16.43586,16.56162,16.72665,QSO,4.106183
1237648722830098726,154.334812033413,1.25821051676225,21.78226,21.0695,20.91015,20.69141,20.44617,QSO,2.290931
1237648722830098723,154.330942822171,1.09296568888686,21.34424,20.82077,20.4012,20.47836,20.20246,QSO,0.9254645
1237648722830098685,154.261495271649,1.12313499869573,21.23732,20.59288,19.96334,19.72475,19.49402,QSO,1.01818
1237648722830098603,154.372110391126,1.25919958427181,20.19043,19.74244,19.73633,19.66381,19.4691,QSO,2.223642
1237648722830098575,154.336984628638,1.18140192507814,20.88556,19.95985,19.85879,19.83683,19.53052,QSO,2.664569
1237648722830033254,154.124029597566,1.18052465618881,22.76379,22.57386,20.87057,19.75343,19.58142,QSO,0.612122
1237648722830033148,154.223516939015,1.16340548495808,21.44454,20.51342,20.20297,20.18988,19.79597,QSO,2.275623
1237648722829902299,153.826908572674,1.12174038446791,22.76149,21.46265,21.21798,20.97314,20.77771,QSO,1.372161
1237648722829574894,153.078817292262,1.21398885633548,24.90853,23.38886,22.30529,21.32096,21.34062,QSO,1.433049
1237648722829508658,152.888209374807,1.24754754323105,20.0719,19.68686,19.13484,18.82583,18.33641,QSO,0.3706188
1237648722829443530,152.768554280561,1.05930952451813,22.78071,21.48751,20.34772,20.02454,19.6048,QSO,0.3056914
1237648722829115432,152.05583838578,1.19993056232891,19.10822,18.88631,18.82837,18.88889,18.67179,QSO,0.8238716
1237648722829050265,151.895280541851,1.12044282523478,20.64034,20.65833,20.52893,20.42553,20.32728,QSO,1.456391
